0.0625,100.3,91.1,97.8,93.3,68,69.1
0.125,80.3,69.7,69.9,64.1,61.6,62.1
0.1875,93.1,78.5,61.4,41.3,63.1,61.8
0.25,96.9,77.9,62.7,29.6,62.9,68.1
0.3125,102.8,75.7,72.8,32.1,72.5,73.8
0.375,103.1,81,78.3,45.1,74.5,75
0.4375,95.4,75.5,80.4,63.7,75,82.1
0.5,102.4,72.8,82.8,79.8,72.3,74.1
0.5625,101.3,95,110.7,89.4,98,105.8
0.625,109.4,98.9,110.8,96.5,100,105.9
