0.25,62.7,37.8,25.5,13.4,22.4,27.7
0.5,36.2,19.4,20.1,15.6,17.7,19.4
0.75,27.7,22.2,22.5,24,22.2,21.7
1,23.4,22.1,22.1,22.6,23.1,22.1
1.25,34.3,32.6,33.8,34,34.5,33.7
1.5,31.5,31.9,34.8,34.1,30.5,35.1
1.75,29.1,31.1,34.5,29.4,35.5,29.3
2,29,35.7,29.1,29.8,34.9,29.5
2.25,29.3,35.2,28.2,20.9,29.6,33.3
2.5,28.8,29.8,13.3,35,35,38.3
